1,0,647.12,472.42,109.19,311.87,1,-1,-1,-1
1,1,388.90,437.75,138.56,380.78,1,-1,-1,-1
1,2,1110.58,471.65,103.28,336.13,1,-1,-1,-1
1,3,1312.68,488.62,110.49,350.54,1,-1,-1,-1
1,4,775.21,428.54,112.47,339.80,1,-1,-1,-1
1,5,958.13,449.44,129.71,319.43,1,-1,-1,-1
1,6,866.68,499.77,119.62,358.98,1,-1,-1,-1
2,0,640.84,473.25,107.89,314.16,1,-1,-1,-1
2,1,388.62,427.53,133.16,396.98,1,-1,-1,-1
2,2,1108.52,475.07,98.87,331.89,1,-1,-1,-1
2,3,1310.41,495.20,114.70,343.48,1,-1,-1,-1
2,4,774.92,431.37,111.65,337.43,1,-1,-1,-1
2,5,960.39,452.78,119.40,321.83,1,-1,-1,-1
2,6,864.81,501.60,124.87,360.39,1,-1,-1,-1
3,0,633.01,475.42,108.68,315.42,1,-1,-1,-1
3,1,388.48,429.20,122.59,398.89,1,-1,-1,-1
3,2,1111.02,476.72,94.82,329.51,1,-1,-1,-1
3,3,1306.48,496.58,118.32,341.36,1,-1,-1,-1
3,4,774.57,435.29,106.47,336.85,1,-1,-1,-1
3,5,958.31,457.81,111.56,318.01,1,-1,-1,-1
3,6,864.91,503.52,122.81,357.89,1,-1,-1,-1
4,0,631.98,481.01,105.70,309.30,1,-1,-1,-1
4,1,389.37,429.61,119.09,402.79,1,-1,-1,-1
4,2,1112.69,476.72,94.81,329.34,1,-1,-1,-1
4,3,1306.43,496.92,117.92,341.08,1,-1,-1,-1
4,4,775.09,437.77,104.67,334.60,1,-1,-1,-1
4,5,960.18,462.15,102.66,313.52,1,-1,-1,-1
4,6,865.52,504.35,120.77,356.96,1,-1,-1,-1
5,0,631.85,485.36,105.77,305.09,1,-1,-1,-1
5,1,389.17,432.90,119.84,400.60,1,-1,-1,-1
5,2,1120.82,476.39,88.56,328.52,1,-1,-1,-1
5,3,1306.33,496.79,117.10,341.83,1,-1,-1,-1
5,4,775.92,442.02,104.10,329.65,1,-1,-1,-1
5,5,960.61,462.23,100.55,312.99,1,-1,-1,-1
5,6,866.54,505.01,116.81,355.94,1,-1,-1,-1
6,0,631.51,485.75,109.19,304.70,1,-1,-1,-1
6,1,389.36,441.02,121.84,393.14,1,-1,-1,-1
6,2,1120.16,475.85,89.44,329.01,1,-1,-1,-1
6,3,1312.20,496.24,111.02,341.89,1,-1,-1,-1
6,4,776.64,445.03,105.68,327.09,1,-1,-1,-1
6,5,961.16,461.46,100.08,313.85,1,-1,-1,-1
6,6,864.88,505.56,117.57,355.70,1,-1,-1,-1
7,0,631.56,485.38,110.65,305.20,1,-1,-1,-1
7,1,388.42,450.75,123.43,383.74,1,-1,-1,-1
7,2,1119.76,475.85,88.86,328.90,1,-1,-1,-1
7,3,1318.89,496.17,103.74,342.62,1,-1,-1,-1
7,4,777.75,446.90,105.62,325.61,1,-1,-1,-1
7,5,961.48,460.68,101.19,314.80,1,-1,-1,-1
7,6,864.02,506.02,118.67,355.73,1,-1,-1,-1
8,0,631.54,484.63,110.79,306.32,1,-1,-1,-1
8,1,386.99,455.48,122.96,378.61,1,-1,-1,-1
8,2,1119.37,475.86,88.54,329.49,1,-1,-1,-1
8,3,1321.32,495.61,100.38,343.17,1,-1,-1,-1
8,4,778.64,447.40,105.63,325.07,1,-1,-1,-1
